SKU	Product ID	Reference Name	Type	Cleared For Sale	Wholesale Price Tier	Displayed Name	Description	Screenshot Path	Effective Date	End Date	Review Notes	Hosted Content Path
4	com.flashforceapp.athleticsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.athleticsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.athleticsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.athleticsalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sfgiantsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sfgiantsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sfgiantsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sfgiantsalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sfgiantsalt3	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.nationalsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.nationalsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.nationalsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.nationalsalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.marlinsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.marlinsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.marlinsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.marlinsalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.tigersdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.tigersaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.piratesdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.piratesaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.piratesalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.piratesalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.piratesalt3	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.twinsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.twinsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.twinsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.twinsalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.redsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.redsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.redsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sharksdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sharksaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sharksalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.redwingsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.redwingsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.predatorsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.predatorsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.hurricanesdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.hurricanesaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.hurricanesalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bruinsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bruinsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bruinsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bluejacketsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bluejacketsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bluejacketsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.flpanthersdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.flpanthersaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.ducksdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.ducksaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sabresdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sabresaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.sabresalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.canadiensdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.canadiensaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.oilsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.oilsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.penguinsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.penguinsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.pengiunsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.nyrangersdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.nyrangersaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.nyrangersalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.capitalsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.capitalsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.capitalsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bluesdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bluesaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.mapleleafsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.mapleleafsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.mapleleafsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.wilddefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.wildaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.wildalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.starsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.starsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.wjetsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.wjetsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.devilsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.devilsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.lightningdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.lightningaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.lightningalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.kingsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.kingsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.flamesdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.flamesaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.blackhawksdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.blackhawksaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.avalancedefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.avalanceaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.avalancealt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.coyotesdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.coyotesaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.senatorsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.senatorsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.senatorsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.islandersdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
